timeframe,move_start_ts,move_end_ts,move_low,move_high,move_duration_bars,consol_start_ts,consol_end_ts,consol_low,consol_high,consol_duration_bars,fib_retracement_depth,fib_50,entry_ts,entry_price,entry_score
15min,2005-07-08 15:15:00+00:00,2005-07-11 14:15:00+00:00,4649.5,4681.5,25,2005-07-11 14:15:00+00:00,2005-07-11 15:15:00+00:00,4677.0,4688.0,5,0.140625,4665.5,2005-07-11 15:15:00+00:00,4688.0,1.0
15min,2005-07-11 19:00:00+00:00,2005-07-12 13:45:00+00:00,4680.5,4689.5,8,2005-07-12 13:45:00+00:00,2005-07-12 17:45:00+00:00,4684.0,4694.5,17,0.6111111111111112,4685.0,2005-07-12 17:45:00+00:00,4693.0,1.0
15min,2005-07-13 17:45:00+00:00,2005-07-14 14:15:00+00:00,4694.5,4719.0,15,2005-07-14 14:15:00+00:00,2005-07-14 17:15:00+00:00,4704.0,4718.0,13,0.6122448979591837,4706.75,2005-07-14 17:15:00+00:00,4717.5,1.0
15min,2005-07-27 16:30:00+00:00,2005-07-28 14:30:00+00:00,4738.0,4755.0,21,2005-07-28 14:30:00+00:00,2005-07-28 17:45:00+00:00,4748.5,4759.5,14,0.38235294117647056,4746.5,2005-07-28 17:45:00+00:00,4759.0,1.0
15min,2005-08-01 18:30:00+00:00,2005-08-02 18:45:00+00:00,4747.5,4768.0,30,2005-08-02 18:45:00+00:00,2005-08-02 19:45:00+00:00,4762.0,4767.5,5,0.2926829268292683,4757.75,2005-08-02 19:45:00+00:00,4767.0,1.0
15min,2005-09-09 15:45:00+00:00,2005-09-12 13:30:00+00:00,4736.0,4745.0,20,2005-09-12 13:30:00+00:00,2005-09-12 16:15:00+00:00,4740.0,4749.5,12,0.5555555555555556,4740.5,2005-09-12 16:15:00+00:00,4749.5,1.0
15min,2005-09-29 16:15:00+00:00,2005-09-30 13:45:00+00:00,4705.5,4723.0,19,2005-09-30 13:45:00+00:00,2005-09-30 14:45:00+00:00,4718.5,4730.5,5,0.2571428571428571,4714.25,2005-09-30 14:45:00+00:00,4730.5,1.0
15min,2005-09-30 15:15:00+00:00,2005-09-30 19:45:00+00:00,4723.0,4732.0,20,2005-09-30 19:45:00+00:00,2005-10-04 15:45:00+00:00,4725.0,4747.0,39,0.7777777777777778,4727.5,2005-10-04 15:45:00+00:00,4747.0,1.0
15min,2005-10-28 18:15:00+00:00,2005-11-01 14:30:00+00:00,4676.0,4711.5,37,2005-11-01 14:30:00+00:00,2005-11-01 19:30:00+00:00,4697.5,4708.0,21,0.39436619718309857,4693.75,2005-11-01 19:30:00+00:00,4706.5,1.0
15min,2005-11-01 20:45:00+00:00,2005-11-03 19:45:00+00:00,4697.0,4753.5,52,2005-11-03 19:45:00+00:00,2005-11-03 21:00:00+00:00,4740.0,4749.0,6,0.23893805309734514,4725.25,2005-11-03 21:00:00+00:00,4747.0,1.0
15min,2005-11-16 20:15:00+00:00,2005-11-18 15:45:00+00:00,4773.5,4815.0,38,2005-11-18 15:45:00+00:00,2005-11-21 20:45:00+00:00,4797.5,4812.0,48,0.42168674698795183,4794.25,2005-11-21 20:45:00+00:00,4811.5,1.0
15min,2006-01-03 19:30:00+00:00,2006-01-04 19:00:00+00:00,4776.5,4814.0,27,2006-01-04 19:00:00+00:00,2006-01-04 20:30:00+00:00,4801.0,4810.0,7,0.3466666666666667,4795.25,2006-01-04 20:30:00+00:00,4810.0,1.0
15min,2006-01-04 21:00:00+00:00,2006-01-05 19:30:00+00:00,4809.5,4824.5,23,2006-01-05 19:30:00+00:00,2006-01-06 14:30:00+00:00,4815.5,4836.0,8,0.6,4817.0,2006-01-06 14:30:00+00:00,4835.0,0.8888888888888888
15min,2006-01-06 15:00:00+00:00,2006-01-06 16:15:00+00:00,4826.0,4833.5,7,2006-01-06 16:15:00+00:00,2006-01-06 17:15:00+00:00,4828.5,4840.0,5,0.6666666666666666,4829.75,2006-01-06 17:15:00+00:00,4838.0,1.0
15min,2006-01-18 20:30:00+00:00,2006-01-19 14:30:00+00:00,4829.5,4839.5,5,2006-01-19 14:30:00+00:00,2006-01-19 17:15:00+00:00,4833.5,4845.0,12,0.6,4834.5,2006-01-19 17:15:00+00:00,4843.0,0.8888888888888888
15min,2006-02-15 18:15:00+00:00,2006-02-16 16:00:00+00:00,4770.0,4793.0,20,2006-02-16 16:00:00+00:00,2006-02-16 17:30:00+00:00,4785.0,4797.0,7,0.34782608695652173,4781.5,2006-02-16 17:30:00+00:00,4797.0,1.0
15min,2006-03-01 15:00:00+00:00,2006-03-02 14:45:00+00:00,4778.5,4804.0,28,2006-03-02 14:45:00+00:00,2006-03-02 16:00:00+00:00,4792.5,4803.0,6,0.45098039215686275,4791.25,2006-03-02 16:00:00+00:00,4801.5,1.0
15min,2006-03-14 14:45:00+00:00,2006-03-15 16:15:00+00:00,4755.0,4794.0,35,2006-03-15 16:15:00+00:00,2006-03-15 19:15:00+00:00,4783.0,4795.0,13,0.28205128205128205,4774.5,2006-03-15 19:15:00+00:00,4793.5,1.0
15min,2006-03-29 15:30:00+00:00,2006-03-30 16:15:00+00:00,4778.5,4822.0,32,2006-03-30 16:15:00+00:00,2006-03-31 14:30:00+00:00,4800.0,4815.5,21,0.5057471264367817,4800.25,2006-03-31 14:30:00+00:00,4814.5,1.0
15min,2006-04-04 14:15:00+00:00,2006-04-06 16:15:00+00:00,4808.5,4837.25,64,2006-04-06 16:15:00+00:00,2006-04-06 17:30:00+00:00,4826.5,4837.5,6,0.3739130434782609,4822.875,2006-04-06 17:30:00+00:00,4836.25,1.0
15min,2006-05-04 14:00:00+00:00,2006-05-04 20:00:00+00:00,4790.5,4801.25,26,2006-05-04 20:00:00+00:00,2006-05-08 14:00:00+00:00,4793.75,4812.0,31,0.6976744186046512,4795.875,2006-05-08 14:00:00+00:00,4810.5,1.0
15min,2006-05-24 19:00:00+00:00,2006-05-25 14:30:00+00:00,4656.75,4682.75,11,2006-05-25 14:30:00+00:00,2006-05-25 15:45:00+00:00,4667.25,4680.0,6,0.5961538461538461,4669.75,2006-05-25 15:45:00+00:00,4679.25,1.0
15min,2006-06-28 18:45:00+00:00,2006-06-28 19:45:00+00:00,4614.25,4621.0,6,2006-06-28 19:45:00+00:00,2006-06-29 14:00:00+00:00,4616.75,4632.75,5,0.6296296296296297,4617.625,2006-06-29 14:00:00+00:00,4631.75,0.8888888888888888
15min,2006-08-02 14:00:00+00:00,2006-08-02 15:00:00+00:00,4565.5,4574.5,6,2006-08-02 15:00:00+00:00,2006-08-02 16:00:00+00:00,4565.5,4580.75,5,1.0,4570.0,2006-08-02 16:00:00+00:00,4579.25,1.0
15min,2006-08-10 14:45:00+00:00,2006-08-10 15:45:00+00:00,4555.75,4566.5,6,2006-08-10 15:45:00+00:00,2006-08-10 18:15:00+00:00,4559.25,4573.0,11,0.6744186046511628,4561.125,2006-08-10 18:15:00+00:00,4570.5,0.8888888888888888
15min,2006-08-29 19:00:00+00:00,2006-08-30 14:00:00+00:00,4631.75,4646.5,9,2006-08-30 14:00:00+00:00,2006-08-30 19:30:00+00:00,4638.5,4652.75,23,0.5423728813559322,4639.125,2006-08-30 19:30:00+00:00,4652.5,1.0
15min,2006-08-31 18:30:00+00:00,2006-09-01 20:00:00+00:00,4648.25,4663.0,35,2006-09-01 20:00:00+00:00,2006-09-04 14:45:00+00:00,4657.0,4661.5,7,0.4067796610169492,4655.625,2006-09-04 14:45:00+00:00,4661.5,1.0
15min,2006-09-11 15:45:00+00:00,2006-09-13 15:00:00+00:00,4631.0,4690.75,53,2006-09-13 15:00:00+00:00,2006-09-13 16:00:00+00:00,4679.25,4691.25,5,0.19246861924686193,4660.875,2006-09-13 16:00:00+00:00,4691.0,1.0
15min,2006-10-12 13:45:00+00:00,2006-10-13 19:00:00+00:00,4757.75,4791.25,50,2006-10-13 19:00:00+00:00,2006-10-16 14:30:00+00:00,4783.25,4793.75,10,0.23880597014925373,4774.5,2006-10-16 14:30:00+00:00,4791.75,1.0
15min,2006-10-25 17:30:00+00:00,2006-10-25 18:45:00+00:00,4768.75,4786.25,7,2006-10-25 18:45:00+00:00,2006-10-25 19:45:00+00:00,4768.75,4787.0,5,1.0,4777.5,2006-10-25 19:45:00+00:00,4785.75,1.0
15min,2006-11-06 14:45:00+00:00,2006-11-07 14:30:00+00:00,4767.5,4793.0,28,2006-11-07 14:30:00+00:00,2006-11-07 15:30:00+00:00,4783.25,4806.0,5,0.38235294117647056,4780.25,2006-11-07 15:30:00+00:00,4804.5,1.0
15min,2006-11-10 19:30:00+00:00,2006-11-13 18:45:00+00:00,4798.0,4825.5,26,2006-11-13 18:45:00+00:00,2006-11-13 19:45:00+00:00,4814.75,4823.0,5,0.39090909090909093,4811.75,2006-11-13 19:45:00+00:00,4821.25,1.0
15min,2006-11-14 18:00:00+00:00,2006-11-15 21:00:00+00:00,4819.25,4859.75,41,2006-11-15 21:00:00+00:00,2006-11-16 18:45:00+00:00,4844.0,4860.0,19,0.3888888888888889,4839.5,2006-11-16 18:45:00+00:00,4858.0,1.0
15min,2007-01-09 19:00:00+00:00,2007-01-11 19:15:00+00:00,4823.25,4881.75,57,2007-01-11 19:15:00+00:00,2007-01-12 15:00:00+00:00,4868.5,4884.75,11,0.2264957264957265,4852.5,2007-01-12 15:00:00+00:00,4883.75,1.0
15min,2007-02-16 17:00:00+00:00,2007-02-16 18:00:00+00:00,4848.25,4851.75,6,2007-02-16 18:00:00+00:00,2007-02-16 19:15:00+00:00,4848.25,4853.5,6,1.0,4850.0,2007-02-16 19:15:00+00:00,4853.25,1.0
15min,2007-03-21 17:15:00+00:00,2007-03-21 18:15:00+00:00,4792.0,4796.25,6,2007-03-21 18:15:00+00:00,2007-03-21 20:00:00+00:00,4791.25,4832.25,8,1.1764705882352942,4794.125,2007-03-21 20:00:00+00:00,4832.0,1.0
15min,2007-04-02 20:00:00+00:00,2007-04-03 19:15:00+00:00,4792.25,4823.75,26,2007-04-03 19:15:00+00:00,2007-04-05 16:00:00+00:00,4815.75,4826.75,42,0.25396825396825395,4808.0,2007-04-05 16:00:00+00:00,4826.75,1.0
15min,2007-04-13 18:00:00+00:00,2007-04-17 16:30:00+00:00,4825.75,4857.5,50,2007-04-17 16:30:00+00:00,2007-04-17 18:30:00+00:00,4848.0,4855.5,9,0.2992125984251969,4841.625,2007-04-17 18:30:00+00:00,4855.5,1.0
15min,2007-04-24 16:30:00+00:00,2007-04-26 13:45:00+00:00,4871.25,4908.5,45,2007-04-26 13:45:00+00:00,2007-04-26 18:45:00+00:00,4900.5,4912.0,21,0.21476510067114093,4889.875,2007-04-26 18:45:00+00:00,4911.0,1.0
15min,2007-05-01 20:00:00+00:00,2007-05-02 20:00:00+00:00,4886.5,4909.75,29,2007-05-02 20:00:00+00:00,2007-05-03 14:45:00+00:00,4902.5,4912.25,7,0.3118279569892473,4898.125,2007-05-03 14:45:00+00:00,4911.5,1.0
15min,2007-05-18 16:30:00+00:00,2007-05-21 19:15:00+00:00,4901.5,4932.0,40,2007-05-21 19:15:00+00:00,2007-05-22 17:00:00+00:00,4915.5,4927.75,19,0.5409836065573771,4916.75,2007-05-22 17:00:00+00:00,4927.25,1.0
15min,2007-06-08 16:00:00+00:00,2007-06-11 14:30:00+00:00,4896.0,4919.5,23,2007-06-11 14:30:00+00:00,2007-06-11 17:00:00+00:00,4908.25,4922.5,11,0.4787234042553192,4907.75,2007-06-11 17:00:00+00:00,4921.25,0.8888888888888888
15min,2007-06-13 18:30:00+00:00,2007-06-15 16:30:00+00:00,4907.25,4952.5,48,2007-06-15 16:30:00+00:00,2007-06-15 18:00:00+00:00,4943.25,4948.0,7,0.20441988950276244,4929.875,2007-06-15 18:00:00+00:00,4947.75,1.0
15min,2007-06-27 14:00:00+00:00,2007-06-27 17:30:00+00:00,4906.5,4921.75,16,2007-06-27 17:30:00+00:00,2007-06-27 18:30:00+00:00,4914.75,4927.5,5,0.45901639344262296,4914.125,2007-06-27 18:30:00+00:00,4927.25,0.8888888888888888
15min,2007-07-11 19:45:00+00:00,2007-07-12 13:45:00+00:00,4978.5,4993.25,5,2007-07-12 13:45:00+00:00,2007-07-12 15:45:00+00:00,4987.75,4998.25,9,0.3728813559322034,4985.875,2007-07-12 15:45:00+00:00,4996.75,1.0
15min,2007-07-12 16:15:00+00:00,2007-07-16 17:30:00+00:00,4995.75,5035.25,61,2007-07-16 17:30:00+00:00,2007-07-17 13:45:00+00:00,5021.5,5034.5,13,0.34810126582278483,5015.5,2007-07-17 13:45:00+00:00,5033.75,1.0
15min,2007-07-18 20:00:00+00:00,2007-07-19 15:00:00+00:00,5025.75,5050.5,9,2007-07-19 15:00:00+00:00,2007-07-19 16:30:00+00:00,5042.75,5051.75,7,0.31313131313131315,5038.125,2007-07-19 16:30:00+00:00,5051.25,1.0
15min,2007-08-01 20:00:00+00:00,2007-08-02 14:30:00+00:00,4920.0,4952.25,7,2007-08-02 14:30:00+00:00,2007-08-02 16:00:00+00:00,4935.25,4956.25,7,0.5271317829457365,4936.125,2007-08-02 16:00:00+00:00,4954.75,0.8888888888888888
15min,2007-08-10 19:45:00+00:00,2007-08-13 13:45:00+00:00,4909.25,4932.75,5,2007-08-13 13:45:00+00:00,2007-08-13 15:45:00+00:00,4922.75,4936.75,9,0.425531914893617,4921.0,2007-08-13 15:45:00+00:00,4935.0,0.7777777777777778
15min,2007-08-20 19:00:00+00:00,2007-08-22 16:45:00+00:00,4872.5,4920.5,47,2007-08-22 16:45:00+00:00,2007-08-22 17:45:00+00:00,4908.0,4917.0,5,0.2604166666666667,4896.5,2007-08-22 17:45:00+00:00,4915.5,1.0
15min,2007-08-24 14:15:00+00:00,2007-08-27 14:30:00+00:00,4915.75,4947.25,30,2007-08-27 14:30:00+00:00,2007-08-27 18:45:00+00:00,4931.0,4946.0,18,0.5158730158730159,4931.5,2007-08-27 18:45:00+00:00,4944.5,1.0
15min,2007-08-29 18:30:00+00:00,2007-08-30 18:30:00+00:00,4912.25,4966.5,29,2007-08-30 18:30:00+00:00,2007-08-31 19:15:00+00:00,4937.75,4977.5,31,0.5299539170506913,4939.375,2007-08-31 19:15:00+00:00,4976.0,1.0
15min,2007-09-18 14:45:00+00:00,2007-09-19 17:30:00+00:00,4967.75,5035.75,40,2007-09-19 17:30:00+00:00,2007-09-21 15:30:00+00:00,5008.0,5031.0,47,0.40808823529411764,5001.75,2007-09-21 15:30:00+00:00,5030.25,1.0
15min,2007-09-24 19:45:00+00:00,2007-09-25 13:45:00+00:00,5026.25,5035.5,5,2007-09-25 13:45:00+00:00,2007-09-25 14:45:00+00:00,5026.25,5042.25,5,1.0,5030.875,2007-09-25 14:45:00+00:00,5041.25,1.0
15min,2007-09-25 15:15:00+00:00,2007-09-26 14:00:00+00:00,5037.25,5067.0,24,2007-09-26 14:00:00+00:00,2007-09-26 15:15:00+00:00,5059.25,5071.5,6,0.2605042016806723,5052.125,2007-09-26 15:15:00+00:00,5071.0,1.0
15min,2007-09-27 16:45:00+00:00,2007-09-27 18:00:00+00:00,5067.75,5074.75,7,2007-09-27 18:00:00+00:00,2007-09-28 13:45:00+00:00,5067.75,5077.0,11,1.0,5071.25,2007-09-28 13:45:00+00:00,5076.5,1.0
15min,2007-10-04 20:00:00+00:00,2007-10-08 15:30:00+00:00,5080.25,5131.0,38,2007-10-08 15:30:00+00:00,2007-10-08 17:00:00+00:00,5119.5,5127.5,7,0.22660098522167488,5105.625,2007-10-08 17:00:00+00:00,5126.75,1.0
15min,2007-10-22 20:00:00+00:00,2007-10-23 15:15:00+00:00,5124.5,5157.25,10,2007-10-23 15:15:00+00:00,2007-10-23 17:45:00+00:00,5140.5,5154.75,11,0.5114503816793893,5140.875,2007-10-23 17:45:00+00:00,5154.0,1.0
15min,2007-10-26 17:30:00+00:00,2007-10-29 14:15:00+00:00,5152.25,5177.0,16,2007-10-29 14:15:00+00:00,2007-10-29 18:00:00+00:00,5159.25,5176.25,16,0.7171717171717171,5164.625,2007-10-29 18:00:00+00:00,5175.75,1.0
15min,2007-10-30 14:00:00+00:00,2007-10-30 20:00:00+00:00,5160.75,5187.75,26,2007-10-30 20:00:00+00:00,2007-10-31 16:00:00+00:00,5173.75,5188.0,12,0.5185185185185185,5174.25,2007-10-31 16:00:00+00:00,5187.5,1.0
15min,2007-11-21 18:00:00+00:00,2007-11-21 18:45:00+00:00,4970.25,4988.25,5,2007-11-21 18:45:00+00:00,2007-11-21 20:00:00+00:00,4972.5,4996.75,6,0.875,4979.25,2007-11-21 20:00:00+00:00,4996.0,0.8888888888888888
15min,2007-12-05 20:30:00+00:00,2007-12-06 15:45:00+00:00,5051.25,5072.25,10,2007-12-06 15:45:00+00:00,2007-12-06 18:00:00+00:00,5058.0,5069.25,10,0.6785714285714286,5061.75,2007-12-06 18:00:00+00:00,5068.75,1.0
15min,2007-12-06 18:30:00+00:00,2007-12-07 15:00:00+00:00,5061.0,5088.0,15,2007-12-07 15:00:00+00:00,2007-12-07 16:45:00+00:00,5075.25,5086.75,8,0.4722222222222222,5074.5,2007-12-07 16:45:00+00:00,5086.5,1.0
15min,2007-12-07 17:15:00+00:00,2007-12-10 19:15:00+00:00,5078.5,5099.75,37,2007-12-10 19:15:00+00:00,2007-12-11 18:00:00+00:00,5087.25,5101.5,23,0.5882352941176471,5089.125,2007-12-11 18:00:00+00:00,5101.25,1.0
15min,2007-12-20 18:30:00+00:00,2007-12-26 14:45:00+00:00,5002.25,5089.25,57,2007-12-26 14:45:00+00:00,2007-12-26 17:45:00+00:00,5072.0,5085.5,13,0.19827586206896552,5045.75,2007-12-26 17:45:00+00:00,5085.25,1.0
15min,2008-02-08 20:45:00+00:00,2008-02-11 14:45:00+00:00,4699.25,4723.5,5,2008-02-11 14:45:00+00:00,2008-02-11 17:45:00+00:00,4708.0,4728.5,13,0.6391752577319587,4711.375,2008-02-11 17:45:00+00:00,4727.25,1.0
15min,2008-02-27 20:00:00+00:00,2008-02-28 14:45:00+00:00,4726.25,4741.5,8,2008-02-28 14:45:00+00:00,2008-02-28 15:45:00+00:00,4727.0,4746.0,5,0.9508196721311475,4733.875,2008-02-28 15:45:00+00:00,4742.5,1.0
15min,2008-03-17 19:00:00+00:00,2008-03-18 18:30:00+00:00,4615.5,4670.75,27,2008-03-18 18:30:00+00:00,2008-03-18 19:45:00+00:00,4643.25,4690.5,6,0.497737556561086,4643.125,2008-03-18 19:45:00+00:00,4689.25,1.0
15min,2008-03-20 17:45:00+00:00,2008-03-25 14:15:00+00:00,4659.25,4755.75,42,2008-03-25 14:15:00+00:00,2008-03-25 16:30:00+00:00,4733.0,4753.25,10,0.23575129533678757,4707.5,2008-03-25 16:30:00+00:00,4752.5,1.0
15min,2008-04-01 13:45:00+00:00,2008-04-02 14:00:00+00:00,4738.25,4791.25,30,2008-04-02 14:00:00+00:00,2008-04-04 17:00:00+00:00,4769.0,4814.25,67,0.419811320754717,4764.75,2008-04-04 17:00:00+00:00,4811.0,1.0
15min,2008-04-17 19:30:00+00:00,2008-04-18 19:45:00+00:00,4771.75,4841.25,30,2008-04-18 19:45:00+00:00,2008-04-21 17:15:00+00:00,4823.0,4840.0,18,0.26258992805755393,4806.5,2008-04-21 17:15:00+00:00,4838.5,1.0
15min,2008-05-01 14:00:00+00:00,2008-05-02 14:45:00+00:00,4861.25,4932.5,32,2008-05-02 14:45:00+00:00,2008-05-05 14:15:00+00:00,4896.5,4924.25,26,0.5052631578947369,4896.875,2008-05-05 14:15:00+00:00,4920.25,1.0
15min,2008-05-06 16:15:00+00:00,2008-05-07 13:45:00+00:00,4907.25,4928.75,19,2008-05-07 13:45:00+00:00,2008-05-07 14:45:00+00:00,4913.5,4932.0,5,0.7093023255813954,4918.0,2008-05-07 14:45:00+00:00,4930.0,1.0
15min,2008-05-13 16:30:00+00:00,2008-05-13 17:15:00+00:00,4917.25,4924.5,5,2008-05-13 17:15:00+00:00,2008-05-13 18:15:00+00:00,4917.25,4928.0,5,1.0,4920.875,2008-05-13 18:15:00+00:00,4927.0,1.0
15min,2008-05-28 19:30:00+00:00,2008-05-30 13:30:00+00:00,4918.0,4959.5,32,2008-05-30 13:30:00+00:00,2008-05-30 14:30:00+00:00,4950.0,4965.0,5,0.2289156626506024,4938.75,2008-05-30 14:30:00+00:00,4964.75,1.0
15min,2008-06-13 18:45:00+00:00,2008-06-16 13:45:00+00:00,4874.25,4894.5,9,2008-06-16 13:45:00+00:00,2008-06-16 15:00:00+00:00,4880.5,4907.75,6,0.691358024691358,4884.375,2008-06-16 15:00:00+00:00,4905.0,1.0
15min,2008-06-16 15:30:00+00:00,2008-06-17 14:00:00+00:00,4896.5,4920.0,23,2008-06-17 14:00:00+00:00,2008-06-17 15:15:00+00:00,4904.75,4921.5,6,0.648936170212766,4908.25,2008-06-17 15:15:00+00:00,4921.25,1.0
15min,2008-06-25 14:00:00+00:00,2008-06-25 17:45:00+00:00,4842.0,4863.5,17,2008-06-25 17:45:00+00:00,2008-06-25 19:15:00+00:00,4854.5,4878.25,7,0.4186046511627907,4852.75,2008-06-25 19:15:00+00:00,4873.5,1.0
15min,2008-07-07 19:30:00+00:00,2008-07-08 18:00:00+00:00,4743.5,4775.75,23,2008-07-08 18:00:00+00:00,2008-07-08 19:00:00+00:00,4756.25,4783.5,5,0.6046511627906976,4759.625,2008-07-08 19:00:00+00:00,4782.5,1.0
15min,2008-07-16 14:45:00+00:00,2008-07-17 14:15:00+00:00,4721.25,4784.25,27,2008-07-17 14:15:00+00:00,2008-07-17 17:15:00+00:00,4751.0,4773.5,13,0.5277777777777778,4752.75,2008-07-17 17:15:00+00:00,4773.25,1.0
15min,2008-07-22 19:00:00+00:00,2008-07-23 13:45:00+00:00,4723.5,4748.75,8,2008-07-23 13:45:00+00:00,2008-07-23 14:45:00+00:00,4739.75,4787.75,5,0.3564356435643564,4736.125,2008-07-23 14:45:00+00:00,4779.25,1.0
15min,2008-08-06 15:30:00+00:00,2008-08-07 13:45:00+00:00,4783.0,4824.25,22,2008-08-07 13:45:00+00:00,2008-08-07 16:45:00+00:00,4794.0,4821.0,13,0.7333333333333333,4803.625,2008-08-07 16:45:00+00:00,4818.5,1.0
15min,2008-08-08 14:15:00+00:00,2008-08-11 18:45:00+00:00,4817.0,4883.5,47,2008-08-11 18:45:00+00:00,2008-08-12 14:15:00+00:00,4848.25,4875.0,10,0.5300751879699248,4850.25,2008-08-12 14:15:00+00:00,4869.5,1.0
15min,2008-09-11 14:30:00+00:00,2008-09-11 17:30:00+00:00,4647.75,4679.25,14,2008-09-11 17:30:00+00:00,2008-09-11 18:30:00+00:00,4656.25,4677.0,5,0.7301587301587301,4663.5,2008-09-11 18:30:00+00:00,4675.0,0.8888888888888888
15min,2008-09-30 13:45:00+00:00,2008-09-30 16:30:00+00:00,4443.5,4484.0,13,2008-09-30 16:30:00+00:00,2008-09-30 17:30:00+00:00,4466.5,4485.0,5,0.43209876543209874,4463.75,2008-09-30 17:30:00+00:00,4484.25,0.7777777777777778
15min,2008-10-10 19:30:00+00:00,2008-10-13 13:30:00+00:00,4160.75,4252.75,5,2008-10-13 13:30:00+00:00,2008-10-13 14:45:00+00:00,4229.5,4260.75,6,0.25271739130434784,4206.75,2008-10-13 14:45:00+00:00,4257.75,0.8888888888888888
15min,2008-10-28 17:00:00+00:00,2008-10-28 18:00:00+00:00,4101.75,4119.25,6,2008-10-28 18:00:00+00:00,2008-10-28 19:00:00+00:00,4101.75,4151.25,5,1.0,4110.5,2008-10-28 19:00:00+00:00,4146.5,0.8888888888888888
15min,2008-11-21 20:45:00+00:00,2008-11-24 14:45:00+00:00,3964.75,4026.25,5,2008-11-24 14:45:00+00:00,2008-11-24 15:45:00+00:00,4006.25,4047.25,5,0.3252032520325203,3995.5,2008-11-24 15:45:00+00:00,4044.5,1.0
15min,2008-11-25 20:15:00+00:00,2008-11-26 19:15:00+00:00,4040.0,4092.0,25,2008-11-26 19:15:00+00:00,2008-11-26 20:15:00+00:00,4072.75,4102.25,5,0.3701923076923077,4066.0,2008-11-26 20:15:00+00:00,4101.0,1.0
15min,2008-12-05 19:00:00+00:00,2008-12-08 19:00:00+00:00,4040.0,4136.5,29,2008-12-08 19:00:00+00:00,2008-12-08 20:00:00+00:00,4116.75,4144.5,5,0.20466321243523317,4088.25,2008-12-08 20:00:00+00:00,4144.0,1.0
15min,2008-12-12 14:45:00+00:00,2008-12-12 16:45:00+00:00,4065.5,4110.5,10,2008-12-12 16:45:00+00:00,2008-12-12 17:45:00+00:00,4090.25,4109.25,5,0.45,4088.0,2008-12-12 17:45:00+00:00,4106.0,0.8888888888888888
