timeframe,move_start_ts,move_end_ts,move_low,move_high,move_duration_bars,consol_start_ts,consol_end_ts,consol_low,consol_high,consol_duration_bars,fib_retracement_depth,fib_50,entry_ts,entry_price,entry_score
15min,2008-12-30 20:45:00+00:00,2008-12-31 20:45:00+00:00,4101.25,4133.5,29,2008-12-31 20:45:00+00:00,2009-01-02 15:45:00+00:00,4117.0,4142.5,8,0.5116279069767442,4117.375,2009-01-02 15:45:00+00:00,4139.0,1.0
15min,2009-01-02 16:15:00+00:00,2009-01-05 20:15:00+00:00,4140.75,4183.75,45,2009-01-05 20:15:00+00:00,2009-01-06 15:00:00+00:00,4162.25,4193.25,7,0.5,4162.25,2009-01-06 15:00:00+00:00,4190.75,1.0
15min,2009-01-27 20:00:00+00:00,2009-01-28 14:30:00+00:00,4098.5,4120.0,7,2009-01-28 14:30:00+00:00,2009-01-28 15:45:00+00:00,4117.5,4134.0,6,0.11627906976744186,4109.25,2009-01-28 15:45:00+00:00,4131.75,1.0
15min,2009-02-05 15:00:00+00:00,2009-02-09 19:30:00+00:00,4107.0,4194.25,74,2009-02-09 19:30:00+00:00,2009-02-09 20:30:00+00:00,4178.0,4190.0,5,0.18624641833810887,4150.625,2009-02-09 20:30:00+00:00,4189.0,1.0
15min,2009-03-04 14:45:00+00:00,2009-03-04 18:00:00+00:00,4001.0,4025.75,15,2009-03-04 18:00:00+00:00,2009-03-04 19:45:00+00:00,4011.5,4027.5,8,0.5757575757575758,4013.375,2009-03-04 19:45:00+00:00,4027.25,0.8888888888888888
15min,2009-03-10 13:45:00+00:00,2009-03-11 16:45:00+00:00,3970.0,4044.5,41,2009-03-11 16:45:00+00:00,2009-03-11 19:30:00+00:00,4023.0,4041.25,12,0.28859060402684567,4007.25,2009-03-11 19:30:00+00:00,4038.25,1.0
15min,2009-03-11 20:00:00+00:00,2009-03-12 14:00:00+00:00,4019.25,4043.75,5,2009-03-12 14:00:00+00:00,2009-03-12 17:00:00+00:00,4019.25,4056.0,13,1.0,4031.5,2009-03-12 17:00:00+00:00,4055.0,1.0
15min,2009-03-23 14:15:00+00:00,2009-03-24 14:30:00+00:00,4118.0,4164.5,30,2009-03-24 14:30:00+00:00,2009-03-24 17:00:00+00:00,4140.0,4158.0,11,0.5268817204301075,4141.25,2009-03-24 17:00:00+00:00,4157.0,1.0
15min,2009-03-26 13:30:00+00:00,2009-03-26 14:30:00+00:00,4156.5,4170.0,6,2009-03-26 14:30:00+00:00,2009-03-26 16:30:00+00:00,4156.75,4178.25,9,0.9814814814814815,4163.25,2009-03-26 16:30:00+00:00,4177.0,1.0
15min,2009-03-31 14:45:00+00:00,2009-03-31 16:30:00+00:00,4139.0,4148.5,9,2009-03-31 16:30:00+00:00,2009-03-31 18:15:00+00:00,4140.0,4157.5,8,0.8947368421052632,4143.75,2009-03-31 18:15:00+00:00,4156.25,1.0
15min,2009-04-01 14:30:00+00:00,2009-04-02 19:30:00+00:00,4131.25,4217.75,49,2009-04-02 19:30:00+00:00,2009-04-03 18:00:00+00:00,4190.5,4219.5,22,0.315028901734104,4174.5,2009-04-03 18:00:00+00:00,4218.25,1.0
15min,2009-05-11 14:15:00+00:00,2009-05-11 15:45:00+00:00,4281.25,4313.0,8,2009-05-11 15:45:00+00:00,2009-05-11 17:45:00+00:00,4299.5,4315.75,9,0.4251968503937008,4297.125,2009-05-11 17:45:00+00:00,4315.25,1.0
15min,2009-05-14 15:15:00+00:00,2009-05-14 17:30:00+00:00,4260.75,4271.5,11,2009-05-14 17:30:00+00:00,2009-05-14 18:30:00+00:00,4264.75,4273.0,5,0.627906976744186,4266.125,2009-05-14 18:30:00+00:00,4271.5,0.7777777777777778
15min,2009-05-15 19:30:00+00:00,2009-05-18 14:30:00+00:00,4261.0,4276.25,9,2009-05-18 14:30:00+00:00,2009-05-18 16:30:00+00:00,4265.0,4283.0,9,0.7377049180327869,4268.625,2009-05-18 16:30:00+00:00,4282.75,1.0
15min,2009-05-18 17:00:00+00:00,2009-05-19 20:00:00+00:00,4282.75,4317.5,41,2009-05-19 20:00:00+00:00,2009-05-20 14:15:00+00:00,4302.0,4326.25,5,0.4460431654676259,4300.125,2009-05-20 14:15:00+00:00,4324.0,1.0
15min,2009-05-29 19:30:00+00:00,2009-06-02 16:30:00+00:00,4322.5,4401.5,44,2009-06-02 16:30:00+00:00,2009-06-02 17:45:00+00:00,4379.0,4388.0,6,0.2848101265822785,4362.0,2009-06-02 17:45:00+00:00,4387.0,1.0
15min,2009-06-04 14:00:00+00:00,2009-06-04 16:15:00+00:00,4384.0,4394.0,11,2009-06-04 16:15:00+00:00,2009-06-04 17:30:00+00:00,4385.5,4397.0,6,0.85,4389.0,2009-06-04 17:30:00+00:00,4395.5,1.0
15min,2009-06-25 14:00:00+00:00,2009-06-29 13:30:00+00:00,4351.5,4390.25,54,2009-06-29 13:30:00+00:00,2009-06-29 15:15:00+00:00,4375.0,4394.0,8,0.3935483870967742,4370.875,2009-06-29 15:15:00+00:00,4393.5,1.0
15min,2009-07-13 14:45:00+00:00,2009-07-14 13:45:00+00:00,4321.5,4360.5,25,2009-07-14 13:45:00+00:00,2009-07-15 13:30:00+00:00,4345.5,4383.0,27,0.38461538461538464,4341.0,2009-07-15 13:30:00+00:00,4383.0,1.0
15min,2009-07-15 14:00:00+00:00,2009-07-20 13:45:00+00:00,4385.5,4444.25,82,2009-07-20 13:45:00+00:00,2009-07-21 13:30:00+00:00,4435.25,4455.25,27,0.15319148936170213,4414.875,2009-07-21 13:30:00+00:00,4453.75,0.8888888888888888
15min,2009-07-21 19:00:00+00:00,2009-07-22 18:30:00+00:00,4445.5,4479.5,27,2009-07-22 18:30:00+00:00,2009-07-23 13:45:00+00:00,4466.0,4477.0,9,0.39705882352941174,4462.5,2009-07-23 13:45:00+00:00,4475.75,1.0
15min,2009-08-20 14:00:00+00:00,2009-08-21 17:45:00+00:00,4512.75,4548.0,44,2009-08-21 17:45:00+00:00,2009-08-21 19:00:00+00:00,4535.25,4542.0,6,0.3617021276595745,4530.375,2009-08-21 19:00:00+00:00,4541.75,1.0
15min,2009-09-03 19:30:00+00:00,2009-09-08 13:45:00+00:00,4506.75,4564.25,42,2009-09-08 13:45:00+00:00,2009-09-09 14:00:00+00:00,4551.25,4570.25,29,0.22608695652173913,4535.5,2009-09-09 14:00:00+00:00,4567.25,1.0
15min,2009-09-14 14:00:00+00:00,2009-09-15 20:00:00+00:00,4583.5,4612.25,53,2009-09-15 20:00:00+00:00,2009-09-16 15:45:00+00:00,4605.5,4619.75,11,0.23478260869565218,4597.875,2009-09-16 15:45:00+00:00,4619.75,1.0
15min,2009-10-09 13:45:00+00:00,2009-10-09 18:30:00+00:00,4618.0,4635.25,21,2009-10-09 18:30:00+00:00,2009-10-12 14:00:00+00:00,4630.75,4649.5,10,0.2608695652173913,4626.625,2009-10-12 14:00:00+00:00,4649.25,1.0
15min,2009-10-13 19:30:00+00:00,2009-10-14 14:00:00+00:00,4637.75,4661.5,7,2009-10-14 14:00:00+00:00,2009-10-14 15:30:00+00:00,4650.0,4659.0,7,0.4842105263157895,4649.625,2009-10-14 15:30:00+00:00,4658.25,1.0
15min,2009-10-29 14:15:00+00:00,2009-10-29 17:30:00+00:00,4603.0,4618.75,15,2009-10-29 17:30:00+00:00,2009-10-29 18:45:00+00:00,4613.0,4621.25,6,0.36507936507936506,4610.875,2009-10-29 18:45:00+00:00,4620.5,0.7777777777777778
15min,2009-11-03 18:00:00+00:00,2009-11-03 18:45:00+00:00,4577.25,4582.25,5,2009-11-03 18:45:00+00:00,2009-11-04 14:30:00+00:00,4577.5,4596.75,11,0.95,4579.75,2009-11-04 14:30:00+00:00,4595.25,0.8888888888888888
15min,2009-11-06 16:15:00+00:00,2009-11-10 16:15:00+00:00,4629.5,4686.75,56,2009-11-10 16:15:00+00:00,2009-11-10 19:45:00+00:00,4672.5,4684.0,15,0.24890829694323144,4658.125,2009-11-10 19:45:00+00:00,4683.75,1.0
15min,2009-11-13 20:30:00+00:00,2009-11-16 20:30:00+00:00,4691.5,4724.0,29,2009-11-16 20:30:00+00:00,2009-11-17 21:00:00+00:00,4707.25,4722.0,30,0.5153846153846153,4707.75,2009-11-17 21:00:00+00:00,4721.75,1.0
15min,2009-11-30 20:30:00+00:00,2009-12-01 21:00:00+00:00,4671.5,4709.25,31,2009-12-01 21:00:00+00:00,2009-12-02 15:15:00+00:00,4696.5,4716.0,5,0.33774834437086093,4690.375,2009-12-02 15:15:00+00:00,4715.5,1.0
15min,2009-12-09 19:30:00+00:00,2009-12-10 18:30:00+00:00,4684.0,4719.0,25,2009-12-10 18:30:00+00:00,2009-12-10 19:30:00+00:00,4709.25,4715.75,5,0.2785714285714286,4701.5,2009-12-10 19:30:00+00:00,4715.0,1.0
15min,2009-12-18 17:30:00+00:00,2009-12-21 20:30:00+00:00,4705.75,4746.0,41,2009-12-21 20:30:00+00:00,2009-12-23 16:45:00+00:00,4736.0,4760.25,40,0.2484472049689441,4725.875,2009-12-23 16:45:00+00:00,4758.5,1.0
15min,2009-12-23 17:15:00+00:00,2009-12-28 19:00:00+00:00,4757.75,4793.75,52,2009-12-28 19:00:00+00:00,2009-12-28 21:00:00+00:00,4779.5,4790.5,9,0.3958333333333333,4775.75,2009-12-28 21:00:00+00:00,4790.5,1.0
15min,2010-01-13 17:30:00+00:00,2010-01-14 18:30:00+00:00,4779.75,4802.0,33,2010-01-14 18:30:00+00:00,2010-01-14 19:45:00+00:00,4794.5,4800.25,6,0.33707865168539325,4790.875,2010-01-14 19:45:00+00:00,4799.25,1.0
15min,2010-02-12 16:45:00+00:00,2010-02-15 15:30:00+00:00,4674.5,4695.25,24,2010-02-15 15:30:00+00:00,2010-02-16 15:45:00+00:00,4688.25,4710.0,11,0.3373493975903614,4684.875,2010-02-16 15:45:00+00:00,4708.5,1.0
15min,2010-02-17 18:15:00+00:00,2010-02-18 14:45:00+00:00,4715.5,4723.25,15,2010-02-18 14:45:00+00:00,2010-02-18 16:00:00+00:00,4718.0,4729.25,6,0.6774193548387096,4719.375,2010-02-18 16:00:00+00:00,4727.5,1.0
15min,2010-02-26 15:30:00+00:00,2010-03-02 19:45:00+00:00,4724.75,4774.5,73,2010-03-02 19:45:00+00:00,2010-03-03 16:00:00+00:00,4758.75,4773.5,13,0.3165829145728643,4749.625,2010-03-03 16:00:00+00:00,4772.0,1.0
15min,2010-03-04 16:30:00+00:00,2010-03-08 20:15:00+00:00,4761.75,4807.0,71,2010-03-08 20:15:00+00:00,2010-03-09 15:15:00+00:00,4795.75,4808.5,8,0.24861878453038674,4784.375,2010-03-09 15:15:00+00:00,4807.5,1.0
15min,2010-03-15 19:45:00+00:00,2010-03-17 19:00:00+00:00,4829.0,4858.5,53,2010-03-17 19:00:00+00:00,2010-03-19 13:30:00+00:00,4843.5,4863.0,33,0.5084745762711864,4843.75,2010-03-19 13:30:00+00:00,4862.5,1.0
15min,2010-03-22 14:00:00+00:00,2010-03-23 14:00:00+00:00,4845.75,4869.0,29,2010-03-23 14:00:00+00:00,2010-03-23 18:30:00+00:00,4855.25,4868.0,19,0.5913978494623656,4857.375,2010-03-23 18:30:00+00:00,4867.75,1.0
15min,2010-04-08 16:00:00+00:00,2010-04-09 13:30:00+00:00,4883.25,4897.25,19,2010-04-09 13:30:00+00:00,2010-04-09 15:30:00+00:00,4889.75,4899.5,9,0.5357142857142857,4890.25,2010-04-09 15:30:00+00:00,4899.5,1.0
15min,2010-04-22 17:30:00+00:00,2010-04-23 15:15:00+00:00,4938.75,4967.25,20,2010-04-23 15:15:00+00:00,2010-04-23 17:00:00+00:00,4949.25,4959.75,8,0.631578947368421,4953.0,2010-04-23 17:00:00+00:00,4959.5,1.0
15min,2010-05-03 14:00:00+00:00,2010-05-03 15:15:00+00:00,4923.75,4935.25,7,2010-05-03 15:15:00+00:00,2010-05-03 16:30:00+00:00,4927.75,4948.5,6,0.6521739130434783,4929.5,2010-05-03 16:30:00+00:00,4947.75,1.0
15min,2010-06-02 14:30:00+00:00,2010-06-03 14:45:00+00:00,4759.5,4809.25,30,2010-06-03 14:45:00+00:00,2010-06-03 18:45:00+00:00,4785.75,4809.0,17,0.4723618090452261,4784.375,2010-06-03 18:45:00+00:00,4808.5,1.0
15min,2010-06-10 13:45:00+00:00,2010-06-10 17:00:00+00:00,4710.75,4733.5,15,2010-06-10 17:00:00+00:00,2010-06-10 18:00:00+00:00,4717.0,4730.75,5,0.7252747252747253,4722.125,2010-06-10 18:00:00+00:00,4729.0,0.8888888888888888
15min,2010-06-10 18:45:00+00:00,2010-06-11 18:00:00+00:00,4724.0,4758.0,26,2010-06-11 18:00:00+00:00,2010-06-11 19:30:00+00:00,4739.0,4754.0,7,0.5588235294117647,4741.0,2010-06-11 19:30:00+00:00,4751.5,1.0
15min,2010-07-07 13:45:00+00:00,2010-07-08 15:30:00+00:00,4651.5,4719.75,36,2010-07-08 15:30:00+00:00,2010-07-08 19:45:00+00:00,4691.0,4712.75,18,0.42124542124542125,4685.625,2010-07-08 19:45:00+00:00,4712.5,1.0
15min,2010-07-12 16:30:00+00:00,2010-07-13 13:45:00+00:00,4725.5,4754.25,18,2010-07-13 13:45:00+00:00,2010-07-13 15:45:00+00:00,4737.0,4760.25,9,0.6,4739.875,2010-07-13 15:45:00+00:00,4758.0,1.0
15min,2010-07-13 16:15:00+00:00,2010-07-14 13:45:00+00:00,4747.5,4768.5,19,2010-07-14 13:45:00+00:00,2010-07-14 15:30:00+00:00,4757.0,4774.5,8,0.5476190476190477,4758.0,2010-07-14 15:30:00+00:00,4772.5,0.8888888888888888
15min,2010-07-23 17:30:00+00:00,2010-07-26 18:45:00+00:00,4770.0,4802.5,34,2010-07-26 18:45:00+00:00,2010-07-26 20:00:00+00:00,4792.25,4804.75,6,0.3153846153846154,4786.25,2010-07-26 20:00:00+00:00,4803.5,1.0
15min,2010-08-16 14:00:00+00:00,2010-08-16 15:30:00+00:00,4731.25,4746.75,8,2010-08-16 15:30:00+00:00,2010-08-16 16:30:00+00:00,4739.25,4748.25,5,0.4838709677419355,4739.0,2010-08-16 16:30:00+00:00,4748.0,0.8888888888888888
15min,2010-08-27 15:30:00+00:00,2010-08-27 17:15:00+00:00,4694.25,4704.75,9,2010-08-27 17:15:00+00:00,2010-08-27 18:45:00+00:00,4694.5,4710.75,7,0.9761904761904762,4699.5,2010-08-27 18:45:00+00:00,4709.5,0.8888888888888888
15min,2010-09-01 13:45:00+00:00,2010-09-01 18:15:00+00:00,4707.25,4741.5,20,2010-09-01 18:15:00+00:00,2010-09-02 15:00:00+00:00,4728.75,4749.5,15,0.3722627737226277,4724.375,2010-09-02 15:00:00+00:00,4748.5,1.0
15min,2010-09-02 15:30:00+00:00,2010-09-06 14:30:00+00:00,4744.75,4794.0,52,2010-09-06 14:30:00+00:00,2010-09-08 14:15:00+00:00,4770.25,4792.75,36,0.48223350253807107,4769.375,2010-09-08 14:15:00+00:00,4791.75,1.0
15min,2010-09-10 18:30:00+00:00,2010-09-14 20:00:00+00:00,4804.25,4855.0,62,2010-09-14 20:00:00+00:00,2010-09-15 16:00:00+00:00,4834.25,4851.0,12,0.4088669950738916,4829.625,2010-09-15 16:00:00+00:00,4849.75,1.0
15min,2010-09-20 14:15:00+00:00,2010-09-21 15:45:00+00:00,4880.0,4909.75,35,2010-09-21 15:45:00+00:00,2010-09-21 18:45:00+00:00,4899.25,4919.25,13,0.35294117647058826,4894.875,2010-09-21 18:45:00+00:00,4916.0,1.0
15min,2010-09-22 19:00:00+00:00,2010-09-23 13:45:00+00:00,4885.5,4901.0,8,2010-09-23 13:45:00+00:00,2010-09-23 14:45:00+00:00,4885.5,4911.75,5,1.0,4893.25,2010-09-23 14:45:00+00:00,4910.75,1.0
15min,2010-09-24 13:45:00+00:00,2010-09-24 18:15:00+00:00,4918.75,4941.0,20,2010-09-24 18:15:00+00:00,2010-09-27 18:45:00+00:00,4929.5,4943.25,30,0.5168539325842697,4929.875,2010-09-27 18:45:00+00:00,4942.75,1.0
15min,2010-10-12 14:45:00+00:00,2010-10-13 13:45:00+00:00,4938.25,4971.5,25,2010-10-13 13:45:00+00:00,2010-10-13 15:00:00+00:00,4964.75,4977.25,6,0.20300751879699247,4954.875,2010-10-13 15:00:00+00:00,4977.25,1.0
15min,2010-10-15 15:30:00+00:00,2010-10-18 17:45:00+00:00,4992.25,5019.75,38,2010-10-18 17:45:00+00:00,2010-10-18 19:15:00+00:00,5008.75,5020.75,7,0.4,5006.0,2010-10-18 19:15:00+00:00,5018.25,1.0
15min,2010-10-20 15:00:00+00:00,2010-10-20 20:00:00+00:00,4999.5,5017.5,22,2010-10-20 20:00:00+00:00,2010-10-21 14:15:00+00:00,5000.75,5022.25,5,0.9305555555555556,5008.5,2010-10-21 14:15:00+00:00,5021.25,1.0
15min,2010-11-03 19:00:00+00:00,2010-11-04 18:00:00+00:00,5065.25,5110.0,25,2010-11-04 18:00:00+00:00,2010-11-09 14:30:00+00:00,5092.5,5113.75,64,0.39106145251396646,5087.625,2010-11-09 14:30:00+00:00,5113.75,1.0
15min,2010-11-17 15:15:00+00:00,2010-11-17 17:30:00+00:00,5016.75,5027.25,11,2010-11-17 17:30:00+00:00,2010-11-17 18:30:00+00:00,5021.0,5026.5,5,0.5952380952380952,5022.0,2010-11-17 18:30:00+00:00,5026.25,0.7777777777777778
15min,2010-11-24 14:45:00+00:00,2010-11-24 21:00:00+00:00,5055.5,5084.25,27,2010-11-24 21:00:00+00:00,2010-11-25 16:15:00+00:00,5071.75,5081.5,9,0.43478260869565216,5069.875,2010-11-25 16:15:00+00:00,5081.5,1.0
15min,2010-12-01 14:45:00+00:00,2010-12-03 15:15:00+00:00,5067.0,5109.5,58,2010-12-03 15:15:00+00:00,2010-12-03 21:00:00+00:00,5099.75,5112.25,24,0.22941176470588234,5088.25,2010-12-03 21:00:00+00:00,5109.75,1.0
15min,2010-12-10 15:45:00+00:00,2010-12-13 15:00:00+00:00,5123.25,5146.0,26,2010-12-13 15:00:00+00:00,2010-12-13 16:00:00+00:00,5136.0,5144.75,5,0.43956043956043955,5134.625,2010-12-13 16:00:00+00:00,5144.5,1.0
15min,2010-12-16 15:30:00+00:00,2010-12-16 20:00:00+00:00,5125.5,5142.25,20,2010-12-16 20:00:00+00:00,2010-12-17 14:30:00+00:00,5136.0,5142.75,6,0.373134328358209,5133.875,2010-12-17 14:30:00+00:00,5141.25,0.8888888888888888
15min,2010-12-20 18:00:00+00:00,2010-12-22 15:15:00+00:00,5136.75,5156.5,45,2010-12-22 15:15:00+00:00,2010-12-22 16:45:00+00:00,5151.5,5158.25,7,0.25316455696202533,5146.625,2010-12-22 16:45:00+00:00,5157.25,1.0
15min,2011-01-07 20:30:00+00:00,2011-01-10 16:15:00+00:00,5183.75,5197.25,12,2011-01-10 16:15:00+00:00,2011-01-10 18:15:00+00:00,5188.25,5199.0,9,0.6666666666666666,5190.5,2011-01-10 18:15:00+00:00,5198.75,1.0
15min,2011-01-11 20:15:00+00:00,2011-01-12 15:00:00+00:00,5204.0,5219.0,8,2011-01-12 15:00:00+00:00,2011-01-12 16:00:00+00:00,5209.0,5216.5,5,0.6666666666666666,5211.5,2011-01-12 16:00:00+00:00,5216.25,0.7777777777777778
15min,2011-01-12 16:30:00+00:00,2011-01-13 15:00:00+00:00,5217.75,5225.0,23,2011-01-13 15:00:00+00:00,2011-01-13 16:00:00+00:00,5218.5,5229.25,5,0.896551724137931,5221.375,2011-01-13 16:00:00+00:00,5228.0,1.0
15min,2011-01-26 20:00:00+00:00,2011-01-26 21:00:00+00:00,5233.0,5240.25,6,2011-01-26 21:00:00+00:00,2011-01-27 18:00:00+00:00,5233.0,5253.25,16,1.0,5236.625,2011-01-27 18:00:00+00:00,5251.25,1.0
15min,2011-02-01 14:30:00+00:00,2011-02-02 14:30:00+00:00,5215.25,5248.75,29,2011-02-02 14:30:00+00:00,2011-02-02 15:30:00+00:00,5234.75,5247.25,5,0.417910447761194,5232.0,2011-02-02 15:30:00+00:00,5246.5,1.0
15min,2011-02-04 17:45:00+00:00,2011-02-07 19:30:00+00:00,5246.0,5280.25,36,2011-02-07 19:30:00+00:00,2011-02-08 19:45:00+00:00,5263.5,5280.25,29,0.48905109489051096,5263.125,2011-02-08 19:45:00+00:00,5279.25,1.0
15min,2011-02-24 19:45:00+00:00,2011-02-25 14:30:00+00:00,5222.75,5249.5,8,2011-02-25 14:30:00+00:00,2011-02-25 16:00:00+00:00,5245.5,5268.75,7,0.14953271028037382,5236.125,2011-02-25 16:00:00+00:00,5267.25,1.0
15min,2011-03-02 20:00:00+00:00,2011-03-02 21:00:00+00:00,5244.25,5258.0,6,2011-03-02 21:00:00+00:00,2011-03-03 15:15:00+00:00,5244.25,5285.0,5,1.0,5251.125,2011-03-03 15:15:00+00:00,5283.75,1.0
15min,2011-03-11 16:45:00+00:00,2011-03-11 18:30:00+00:00,5204.25,5218.75,9,2011-03-11 18:30:00+00:00,2011-03-11 19:30:00+00:00,5210.0,5218.0,5,0.603448275862069,5211.5,2011-03-11 19:30:00+00:00,5217.0,0.7777777777777778
15min,2011-03-23 16:00:00+00:00,2011-03-24 14:00:00+00:00,5172.25,5208.0,21,2011-03-24 14:00:00+00:00,2011-03-24 15:00:00+00:00,5195.25,5219.25,5,0.35664335664335667,5190.125,2011-03-24 15:00:00+00:00,5218.5,1.0
15min,2011-03-29 14:30:00+00:00,2011-03-30 13:45:00+00:00,5231.25,5260.5,26,2011-03-30 13:45:00+00:00,2011-04-01 13:30:00+00:00,5246.75,5273.5,54,0.4700854700854701,5245.875,2011-04-01 13:30:00+00:00,5273.0,0.8888888888888888
15min,2011-04-19 17:30:00+00:00,2011-04-20 17:15:00+00:00,5213.25,5280.0,28,2011-04-20 17:15:00+00:00,2011-04-21 13:30:00+00:00,5270.25,5302.75,13,0.14606741573033707,5246.625,2011-04-21 13:30:00+00:00,5302.0,0.8888888888888888
15min,2011-05-09 16:15:00+00:00,2011-05-09 20:00:00+00:00,5309.0,5320.75,17,2011-05-09 20:00:00+00:00,2011-05-10 18:45:00+00:00,5309.0,5330.75,23,1.0,5314.875,2011-05-10 18:45:00+00:00,5329.75,1.0
15min,2011-05-25 14:00:00+00:00,2011-05-25 17:30:00+00:00,5224.25,5237.5,16,2011-05-25 17:30:00+00:00,2011-05-25 18:30:00+00:00,5230.0,5237.25,5,0.5660377358490566,5230.875,2011-05-25 18:30:00+00:00,5236.75,0.8888888888888888
15min,2011-05-26 14:30:00+00:00,2011-05-26 15:15:00+00:00,5229.25,5239.0,5,2011-05-26 15:15:00+00:00,2011-05-26 16:30:00+00:00,5230.25,5242.5,6,0.8974358974358975,5234.125,2011-05-26 16:30:00+00:00,5242.5,0.8888888888888888
15min,2011-05-26 17:00:00+00:00,2011-05-27 18:30:00+00:00,5244.0,5261.25,35,2011-05-27 18:30:00+00:00,2011-05-31 13:45:00+00:00,5252.5,5285.25,18,0.5072463768115942,5252.625,2011-05-31 13:45:00+00:00,5282.0,1.0
15min,2011-06-20 14:00:00+00:00,2011-06-20 18:00:00+00:00,5112.25,5133.5,18,2011-06-20 18:00:00+00:00,2011-06-20 19:00:00+00:00,5125.75,5132.25,5,0.36470588235294116,5122.875,2011-06-20 19:00:00+00:00,5131.25,0.8888888888888888
15min,2011-06-27 13:45:00+00:00,2011-06-29 13:45:00+00:00,5136.75,5217.75,56,2011-06-29 13:45:00+00:00,2011-06-29 15:00:00+00:00,5201.25,5221.0,6,0.2037037037037037,5177.25,2011-06-29 15:00:00+00:00,5219.25,1.0
15min,2011-06-29 19:30:00+00:00,2011-07-05 13:45:00+00:00,5213.0,5294.75,69,2011-07-05 13:45:00+00:00,2011-07-05 15:45:00+00:00,5280.5,5291.5,9,0.1743119266055046,5253.875,2011-07-05 15:45:00+00:00,5291.5,1.0
15min,2011-07-18 19:45:00+00:00,2011-07-20 13:45:00+00:00,5261.0,5337.0,32,2011-07-20 13:45:00+00:00,2011-07-21 14:30:00+00:00,5301.25,5341.0,31,0.47039473684210525,5299.0,2011-07-21 14:30:00+00:00,5339.25,1.0
15min,2011-07-22 15:00:00+00:00,2011-07-25 13:45:00+00:00,5328.75,5356.25,24,2011-07-25 13:45:00+00:00,2011-07-25 15:30:00+00:00,5328.75,5352.75,8,1.0,5342.5,2011-07-25 15:30:00+00:00,5352.25,1.0
15min,2011-08-11 14:15:00+00:00,2011-08-12 18:45:00+00:00,5028.5,5119.0,47,2011-08-12 18:45:00+00:00,2011-08-15 13:30:00+00:00,5099.25,5117.5,7,0.21823204419889503,5073.75,2011-08-15 13:30:00+00:00,5113.75,0.7777777777777778
15min,2011-08-23 14:15:00+00:00,2011-08-23 18:00:00+00:00,4990.75,5033.5,17,2011-08-23 18:00:00+00:00,2011-08-23 19:00:00+00:00,5012.0,5037.75,5,0.5029239766081871,5012.125,2011-08-23 19:00:00+00:00,5036.0,0.8888888888888888
15min,2011-08-26 14:45:00+00:00,2011-08-26 19:30:00+00:00,5039.0,5095.5,21,2011-08-26 19:30:00+00:00,2011-08-29 16:45:00+00:00,5072.25,5139.75,17,0.41150442477876104,5067.25,2011-08-29 16:45:00+00:00,5139.5,1.0
15min,2011-09-12 19:30:00+00:00,2011-09-14 14:30:00+00:00,5078.0,5166.5,36,2011-09-14 14:30:00+00:00,2011-09-14 15:30:00+00:00,5136.25,5164.5,5,0.3418079096045198,5122.25,2011-09-14 15:30:00+00:00,5164.25,1.0
15min,2011-09-15 15:45:00+00:00,2011-09-16 18:00:00+00:00,5193.5,5235.5,38,2011-09-16 18:00:00+00:00,2011-09-16 19:00:00+00:00,5222.5,5231.0,5,0.30952380952380953,5214.5,2011-09-16 19:00:00+00:00,5230.75,1.0
15min,2011-09-19 15:30:00+00:00,2011-09-20 13:45:00+00:00,5206.75,5249.75,22,2011-09-20 13:45:00+00:00,2011-09-20 14:45:00+00:00,5229.75,5257.25,5,0.46511627906976744,5228.25,2011-09-20 14:45:00+00:00,5256.75,1.0
15min,2011-10-05 14:30:00+00:00,2011-10-06 13:45:00+00:00,5046.75,5113.5,26,2011-10-06 13:45:00+00:00,2011-10-06 14:45:00+00:00,5094.5,5134.0,5,0.2846441947565543,5080.125,2011-10-06 14:45:00+00:00,5128.0,1.0
15min,2011-10-07 19:15:00+00:00,2011-10-10 19:00:00+00:00,5125.25,5201.25,28,2011-10-10 19:00:00+00:00,2011-10-10 20:00:00+00:00,5177.75,5205.0,5,0.3092105263157895,5163.25,2011-10-10 20:00:00+00:00,5204.75,1.0
15min,2011-10-11 14:00:00+00:00,2011-10-11 18:45:00+00:00,5201.0,5227.75,21,2011-10-11 18:45:00+00:00,2011-10-14 13:30:00+00:00,5213.5,5288.0,61,0.5327102803738317,5214.375,2011-10-14 13:30:00+00:00,5284.25,0.8888888888888888
15min,2011-10-26 19:30:00+00:00,2011-10-27 14:15:00+00:00,5256.25,5320.75,8,2011-10-27 14:15:00+00:00,2011-10-27 16:00:00+00:00,5292.5,5312.0,8,0.437984496124031,5288.5,2011-10-27 16:00:00+00:00,5311.0,1.0
15min,2011-11-30 19:30:00+00:00,2011-12-01 16:15:00+00:00,5205.25,5245.25,16,2011-12-01 16:15:00+00:00,2011-12-01 17:30:00+00:00,5223.25,5238.25,6,0.55,5225.25,2011-12-01 17:30:00+00:00,5236.25,1.0
15min,2011-12-22 15:00:00+00:00,2011-12-23 14:45:00+00:00,5184.25,5205.25,28,2011-12-23 14:45:00+00:00,2011-12-23 16:45:00+00:00,5197.25,5209.5,9,0.38095238095238093,5194.75,2011-12-23 16:45:00+00:00,5208.0,1.0
